timestamp,user_id,action_category,action_type,duration_seconds
2024-04-04 04:25:03.266009,USR2010,platform_exploration,view_docs,127
2024-04-04 04:41:55.779509,USR2079,platform_exploration,view_features,331
2024-04-04 05:29:20.660065,USR2043,platform_exploration,view_features,183
2024-04-04 05:54:30.243359,USR2079,platform_exploration,view_features,201
2024-04-04 06:22:10.481568,USR2128,platform_exploration,view_features,208
2024-04-04 07:00:14.295991,USR2123,platform_exploration,view_features,215
2024-04-04 07:07:30.714106,USR2123,platform_exploration,view_features,268
2024-04-04 08:12:10.070073,USR2061,platform_exploration,view_features,215
2024-04-04 09:17:09.036158,USR2006,platform_exploration,view_features,196
2024-04-04 09:34:22.885225,USR2103,platform_exploration,view_features,124
2024-04-04 09:58:20.348625,USR2074,user_management,create_group,243
2024-04-04 10:01:25.556759,USR2010,platform_exploration,view_features,262
2024-04-04 10:54:02.309031,USR2148,course_creation,publish_course,130
2024-04-04 12:05:54.343130,USR2148,platform_exploration,view_features,387
2024-04-04 12:09:03.677946,USR2065,user_management,invite_users,238
2024-04-04 13:25:28.477518,USR2043,platform_exploration,view_features,87
2024-04-04 13:32:23.953968,USR2124,platform_exploration,view_features,318
2024-04-04 13:40:08.429204,USR2062,platform_exploration,view_features,294
2024-04-04 14:45:31.647848,USR2062,platform_exploration,view_features,311
2024-04-04 15:17:05.382919,USR2033,platform_exploration,view_features,242
2024-04-04 15:28:40.946271,USR2045,platform_exploration,view_features,304
2024-04-04 15:37:12.229773,USR2079,platform_exploration,view_features,361
2024-04-04 16:30:07.203171,USR2062,platform_exploration,view_features,223
2024-04-04 16:54:01.655690,USR2033,support,view_help,215
2024-04-04 17:55:36.585042,USR2032,course_creation,edit_course,360
2024-04-04 18:10:06.809814,USR2010,platform_exploration,view_features,302
2024-04-04 18:14:03.191384,USR2124,platform_exploration,view_features,292
2024-04-04 18:28:29.511914,USR2115,platform_exploration,view_features,52
2024-04-04 18:42:28.005459,USR2074,assessment,create_quiz,155
2024-04-04 18:44:05.535537,USR2133,platform_exploration,view_features,134
2024-04-04 19:14:52.155772,USR2079,platform_exploration,view_features,207
2024-04-04 19:21:43.415815,USR2124,virtual_classroom,schedule_session,372
2024-04-04 19:31:34.523137,USR2010,platform_exploration,view_features,233
2024-04-04 20:17:25.600467,USR2025,course_creation,edit_course,407
2024-04-04 20:39:21.719032,USR2033,platform_exploration,view_features,208
2024-04-04 20:47:24.754369,USR2123,platform_exploration,view_features,120
2024-04-04 21:04:27.444308,USR2146,platform_exploration,view_features,127
2024-04-04 22:13:59.296577,USR2033,platform_exploration,view_features,398
2024-04-04 22:31:50.288364,USR2061,platform_exploration,view_features,87
2024-04-04 22:47:30.047456,USR2130,platform_exploration,view_features,242
2024-04-04 23:11:03.175214,USR2063,platform_exploration,view_features,270
2024-04-04 23:16:13.952487,USR2078,platform_exploration,view_features,305
2024-04-05 00:30:58.327898,USR2031,platform_exploration,view_docs,156
2024-04-05 00:54:29.902792,USR2061,platform_exploration,view_features,190
2024-04-05 01:06:34.099360,USR2148,platform_exploration,view_features,298
2024-04-05 01:14:14.641639,USR2043,platform_exploration,view_features,200
2024-04-05 01:18:46.283173,USR2010,platform_exploration,view_features,164
2024-04-05 01:47:31.528231,USR2031,platform_exploration,view_features,103
2024-04-05 01:57:34.442255,USR2065,platform_exploration,view_features,268
2024-04-05 02:04:21.872050,USR2006,content_management,upload_video,178
2024-04-05 02:39:59.837402,USR2108,assessment,create_quiz,273
2024-04-05 02:47:03.244338,USR2033,platform_exploration,view_features,394
2024-04-05 04:38:30.044583,USR2030,platform_exploration,view_features,117
2024-04-05 04:56:07.072194,USR2079,content_management,upload_video,399
2024-04-05 04:56:35.440723,USR2074,platform_exploration,view_features,312
2024-04-05 05:05:08.626915,USR2010,platform_exploration,view_features,284
2024-04-05 05:05:10.628157,USR2062,platform_exploration,view_features,158
2024-04-05 05:13:37.363069,USR2115,platform_exploration,view_features,194
2024-04-05 05:18:08.953700,USR2006,platform_exploration,view_features,260
2024-04-05 05:21:19.172532,USR2148,platform_exploration,view_docs,225
2024-04-05 05:37:39.455072,USR2025,platform_exploration,view_features,148
2024-04-05 05:42:08.843699,USR2128,platform_exploration,view_features,30
2024-04-05 06:21:30.371533,USR2045,platform_exploration,view_features,243
2024-04-05 07:49:08.015671,USR2045,platform_exploration,view_features,174
2024-04-05 08:00:32.367508,USR2073,platform_exploration,view_features,147
2024-04-05 08:35:57.663954,USR2065,support,contact_sales,106
2024-04-05 08:50:07.332434,USR2148,support,view_help,400
2024-04-05 09:39:50.296452,USR2123,platform_exploration,view_features,45
2024-04-05 09:47:32.329571,USR2011,platform_exploration,view_features,283
2024-04-05 09:59:46.171112,USR2074,platform_exploration,view_features,184
2024-04-05 10:32:02.964834,USR2063,platform_exploration,view_features,357
2024-04-05 10:47:00.443697,USR2123,platform_exploration,view_features,209
2024-04-05 10:58:26.374682,USR2103,platform_exploration,view_features,198
2024-04-05 12:57:53.395554,USR2066,platform_exploration,view_features,123
2024-04-05 13:17:08.043085,USR2128,platform_exploration,view_features,142
2024-04-05 14:11:56.497935,USR2058,platform_exploration,view_features,333
2024-04-05 14:13:24.976817,USR2033,assessment,grade_submission,465
2024-04-05 14:26:32.020399,USR2030,integration,test_integration,236
2024-04-05 14:30:27.663328,USR2123,platform_exploration,view_features,279
2024-04-05 14:46:44.769956,USR2002,platform_exploration,view_features,226
2024-04-05 15:06:02.237541,USR2148,platform_exploration,view_features,244
2024-04-05 15:19:23.118741,USR2133,course_creation,publish_course,208
2024-04-05 15:20:29.097707,USR2032,platform_exploration,view_features,383
2024-04-05 15:25:29.020389,USR2142,platform_exploration,view_features,165
2024-04-05 15:33:39.268701,USR2103,assessment,create_quiz,257
2024-04-05 15:54:59.358061,USR2010,platform_exploration,view_features,367
2024-04-05 15:58:16.976595,USR2079,platform_exploration,view_features,330
2024-04-05 16:57:39.645823,USR2006,platform_exploration,view_features,251
2024-04-05 17:47:29.534806,USR2065,platform_exploration,view_features,240
2024-04-05 17:54:18.286180,USR2142,platform_exploration,view_features,193
2024-04-05 18:27:25.289541,USR2073,platform_exploration,view_features,107
2024-04-05 18:32:57.555264,USR2074,platform_exploration,view_features,246
2024-04-05 19:19:15.490080,USR2078,platform_exploration,view_features,279
2024-04-05 19:43:19.411919,USR2062,platform_exploration,view_features,229
2024-04-05 19:59:48.935870,USR2128,integration,configure_api,236
2024-04-05 20:00:05.585239,USR2079,platform_exploration,view_features,253
2024-04-05 20:24:50.976895,USR2037,platform_exploration,view_features,251
2024-04-05 20:30:27.167979,USR2103,course_creation,edit_course,294
2024-04-05 20:31:08.596647,USR2065,platform_exploration,view_features,224
2024-04-05 20:33:55.303664,USR2011,user_management,invite_users,173
2024-04-05 20:37:31.727117,USR2033,platform_exploration,view_features,104
2024-04-05 20:39:38.417883,USR2056,platform_exploration,view_features,262
2024-04-05 20:48:53.362971,USR2127,platform_exploration,view_features,175
2024-04-05 21:10:40.192632,USR2010,platform_exploration,view_features,291
2024-04-05 21:14:59.836040,USR2103,platform_exploration,view_features,224
2024-04-05 21:18:36.675391,USR2032,platform_exploration,view_features,97
2024-04-05 21:26:58.392445,USR2117,user_management,assign_roles,245
2024-04-05 21:28:36.898921,USR2103,platform_exploration,view_features,239
2024-04-05 21:37:35.064732,USR2043,platform_exploration,view_features,91
2024-04-05 21:43:52.972928,USR2032,platform_exploration,view_features,393
2024-04-05 22:37:36.535316,USR2033,course_creation,create_course,184
2024-04-05 22:42:12.800912,USR2033,user_management,create_group,30
2024-04-05 22:45:27.366099,USR2062,platform_exploration,view_features,177
2024-04-05 22:47:56.842642,USR2033,integration,configure_api,319
2024-04-05 23:13:25.990889,USR2010,support,view_help,297
2024-04-05 23:16:55.647241,USR2063,analytics,view_reports,319
2024-04-05 23:42:25.603409,USR2006,platform_exploration,view_features,163
2024-04-05 23:47:58.748797,USR2010,course_creation,edit_course,258
2024-04-06 01:13:25.257306,USR2093,platform_exploration,view_features,139
2024-04-06 01:13:33.764084,USR2148,course_creation,edit_course,247
2024-04-06 01:36:49.052167,USR2117,platform_exploration,view_features,306
2024-04-06 01:50:10.023790,USR2108,support,open_ticket,61
2024-04-06 02:01:31.709809,USR2011,integration,setup_integration,239
2024-04-06 02:37:27.532136,USR2106,integration,configure_api,143
2024-04-06 02:51:32.983441,USR2006,platform_exploration,view_features,238
2024-04-06 02:52:46.779495,USR2074,platform_exploration,view_features,265
2024-04-06 02:54:16.339908,USR2045,platform_exploration,view_features,333
2024-04-06 02:56:22.534124,USR2079,platform_exploration,view_features,272
2024-04-06 02:57:06.014883,USR2058,content_management,create_document,173
2024-04-06 03:16:12.654926,USR2115,platform_exploration,view_features,206
2024-04-06 03:18:33.203883,USR2031,platform_exploration,view_features,172
2024-04-06 03:21:12.491235,USR2073,platform_exploration,view_features,297
2024-04-06 03:37:09.213704,USR2074,content_management,create_document,185
2024-04-06 03:46:34.489322,USR2128,analytics,view_reports,221
2024-04-06 04:04:12.523248,USR2066,platform_exploration,view_features,239
2024-04-06 04:36:07.947359,USR2079,platform_exploration,view_features,338
2024-04-06 04:40:59.136511,USR2145,content_management,organize_content,249
2024-04-06 05:25:05.629222,USR2025,platform_exploration,view_features,180
2024-04-06 05:30:34.523515,USR2006,platform_exploration,view_features,242
2024-04-06 05:41:42.064920,USR2033,platform_exploration,view_features,214
2024-04-06 06:08:17.776354,USR2010,course_creation,create_course,137
2024-04-06 06:10:27.909448,USR2030,platform_exploration,view_features,94
2024-04-06 06:18:06.499240,USR2063,integration,test_integration,151
2024-04-06 06:59:09.553945,USR2010,platform_exploration,view_features,119
2024-04-06 07:03:39.686362,USR2079,platform_exploration,view_features,326
2024-04-06 07:15:15.810488,USR2117,user_management,invite_users,314
2024-04-06 07:25:55.735349,USR2011,platform_exploration,view_features,175
2024-04-06 07:26:42.997310,USR2045,platform_exploration,view_features,184
2024-04-06 07:32:10.598082,USR2018,platform_exploration,view_features,304
2024-04-06 07:34:44.562532,USR2074,virtual_classroom,host_meeting,274
2024-04-06 07:42:47.635578,USR2029,platform_exploration,view_features,202
2024-04-06 07:50:08.026507,USR2064,platform_exploration,view_features,247
2024-04-06 07:52:19.916698,USR2011,assessment,create_quiz,312
2024-04-06 07:59:12.101042,USR2032,support,open_ticket,337
2024-04-06 08:15:30.769624,USR2061,platform_exploration,view_features,126
2024-04-06 08:17:03.301680,USR2115,platform_exploration,view_features,159
2024-04-06 08:22:32.048768,USR2074,platform_exploration,view_features,167
2024-04-06 08:29:33.254833,USR2006,platform_exploration,view_features,147
2024-04-06 08:33:56.895580,USR2142,platform_exploration,view_features,211
2024-04-06 08:35:58.410190,USR2142,platform_exploration,view_features,298
2024-04-06 08:42:26.503836,USR2106,platform_exploration,view_features,374
2024-04-06 09:17:46.860715,USR2010,platform_exploration,view_features,246
2024-04-06 09:21:11.126648,USR2133,user_management,invite_users,275
2024-04-06 09:28:51.740282,USR2006,platform_exploration,view_features,191
2024-04-06 09:29:47.592724,USR2133,platform_exploration,view_features,186
2024-04-06 09:30:06.564385,USR2043,platform_exploration,view_features,305
2024-04-06 09:55:08.718342,USR2078,platform_exploration,view_features,178
2024-04-06 10:16:58.180604,USR2124,platform_exploration,view_pricing,221
2024-04-06 10:27:57.216190,USR2124,assessment,grade_submission,262
2024-04-06 10:40:50.099895,USR2006,platform_exploration,view_features,85
2024-04-06 10:49:39.318125,USR2064,content_management,organize_content,178
2024-04-06 10:59:33.829219,USR2073,platform_exploration,view_features,230
2024-04-06 11:53:38.948171,USR2018,platform_exploration,view_features,180
2024-04-06 12:00:55.056468,USR2078,platform_exploration,view_features,344
2024-04-06 12:11:35.274423,USR2063,user_management,create_group,150
2024-04-06 12:22:47.535852,USR2011,platform_exploration,view_features,339
2024-04-06 12:33:50.569305,USR2106,integration,setup_integration,293
2024-04-06 12:38:08.664354,USR2142,platform_exploration,view_features,168
2024-04-06 12:50:09.681116,USR2011,platform_exploration,view_pricing,286
2024-04-06 13:18:34.015075,USR2011,content_management,organize_content,73
2024-04-06 13:19:22.852927,USR2066,platform_exploration,view_features,270
2024-04-06 15:12:56.696485,USR2025,platform_exploration,view_features,208
2024-04-06 15:42:22.067997,USR2033,user_management,invite_users,214
2024-04-06 16:01:55.486131,USR2002,platform_exploration,view_features,297
2024-04-06 16:04:15.627319,USR2093,integration,configure_api,258
2024-04-06 16:19:15.611276,USR2127,platform_exploration,view_features,220
2024-04-06 16:23:56.686163,USR2037,platform_exploration,view_features,346
2024-04-06 16:35:42.860192,USR2103,platform_exploration,view_features,197
2024-04-06 17:33:29.946999,USR2029,platform_exploration,view_features,133
2024-04-06 18:02:31.018249,USR2106,platform_exploration,view_features,290
2024-04-06 18:02:55.662899,USR2031,platform_exploration,view_features,120
2024-04-06 18:11:40.154845,USR2045,platform_exploration,view_features,215
2024-04-06 18:13:15.996937,USR2010,assessment,create_assignment,313
2024-04-06 18:15:57.291699,USR2112,platform_exploration,view_features,180
2024-04-06 18:31:09.033743,USR2145,virtual_classroom,record_session,244
2024-04-06 18:39:00.315455,USR2064,platform_exploration,view_features,263
2024-04-06 18:40:27.123031,USR2108,platform_exploration,view_features,257
2024-04-06 18:47:50.205106,USR2103,platform_exploration,view_features,294
2024-04-06 19:10:40.017745,USR2029,platform_exploration,view_features,140
2024-04-06 19:28:04.052791,USR2117,platform_exploration,view_features,262
2024-04-06 19:31:52.224081,USR2130,virtual_classroom,schedule_session,217
2024-04-06 19:37:57.216260,USR2082,platform_exploration,view_features,234
2024-04-06 20:23:48.853965,USR2033,platform_exploration,view_features,256
2024-04-06 20:33:05.241222,USR2033,platform_exploration,view_features,322
2024-04-06 20:45:54.300992,USR2066,platform_exploration,view_features,305
2024-04-06 20:55:08.652343,USR2063,platform_exploration,view_features,429
2024-04-06 21:11:03.589984,USR2142,course_creation,edit_course,235
2024-04-06 21:17:14.422310,USR2123,platform_exploration,view_features,138
2024-04-06 21:19:38.155423,USR2142,platform_exploration,view_features,190
2024-04-06 21:44:13.315956,USR2066,platform_exploration,view_features,315
2024-04-06 22:08:58.699394,USR2066,platform_exploration,view_features,175
2024-04-06 22:20:21.090859,USR2010,platform_exploration,view_features,162
2024-04-06 22:38:12.989831,USR2120,platform_exploration,view_features,232
2024-04-06 22:42:49.852684,USR2093,platform_exploration,view_features,251
2024-04-06 22:48:42.616810,USR2006,platform_exploration,view_features,323
2024-04-06 22:49:28.942653,USR2106,virtual_classroom,record_session,271
2024-04-06 22:58:55.949038,USR2112,platform_exploration,view_features,268
2024-04-06 23:08:22.969504,USR2074,platform_exploration,view_pricing,152
2024-04-06 23:14:45.302013,USR2142,platform_exploration,view_features,177
2024-04-07 00:05:04.771069,USR2146,platform_exploration,view_features,176
2024-04-07 00:29:22.889637,USR2029,platform_exploration,view_features,196
2024-04-07 00:44:20.339251,USR2037,platform_exploration,view_features,94
2024-04-07 00:45:06.943272,USR2142,platform_exploration,view_features,187
2024-04-07 01:05:32.135655,USR2031,platform_exploration,view_features,180
2024-04-07 01:13:07.659356,USR2032,platform_exploration,view_features,110
2024-04-07 01:20:40.779060,USR2146,platform_exploration,view_features,156
2024-04-07 01:21:28.545668,USR2127,assessment,create_assignment,315
2024-04-07 01:23:07.674078,USR2010,platform_exploration,view_features,262
2024-04-07 01:23:14.228221,USR2093,platform_exploration,view_features,255
2024-04-07 01:47:35.286258,USR2124,content_management,upload_video,163
2024-04-07 02:12:08.397453,USR2078,platform_exploration,view_docs,208
2024-04-07 03:00:00.807741,USR2148,platform_exploration,view_features,273
2024-04-07 03:03:10.407119,USR2043,integration,setup_integration,162
2024-04-07 03:09:12.043248,USR2010,platform_exploration,view_features,275
2024-04-07 03:52:01.202525,USR2079,course_creation,create_course,160
2024-04-07 03:57:18.513233,USR2115,platform_exploration,view_features,82
2024-04-07 03:59:18.764062,USR2031,platform_exploration,view_features,245
2024-04-07 04:12:34.970639,USR2108,platform_exploration,view_features,312
2024-04-07 04:24:00.965634,USR2032,support,view_help,348
2024-04-07 04:29:16.671871,USR2122,platform_exploration,view_features,164
2024-04-07 04:32:14.015801,USR2142,platform_exploration,view_features,134
2024-04-07 04:41:46.093659,USR2033,platform_exploration,view_features,240
2024-04-07 05:05:45.684094,USR2133,integration,test_integration,266
2024-04-07 05:07:20.597350,USR2120,integration,test_integration,113
2024-04-07 05:09:51.215976,USR2106,user_management,create_group,318
2024-04-07 05:14:52.812815,USR2119,platform_exploration,view_features,250
2024-04-07 05:18:00.844283,USR2029,platform_exploration,view_features,133
2024-04-07 05:32:37.037048,USR2025,platform_exploration,view_features,145
2024-04-07 05:49:46.366029,USR2128,platform_exploration,view_features,316
2024-04-07 06:00:00.057820,USR2030,platform_exploration,view_features,278
2024-04-07 06:08:48.502311,USR2063,assessment,grade_submission,215
2024-04-07 06:12:51.901841,USR2078,platform_exploration,view_features,237
2024-04-07 06:18:58.951470,USR2108,platform_exploration,view_features,187
2024-04-07 06:24:16.436086,USR2006,platform_exploration,view_docs,269
2024-04-07 06:42:05.856836,USR2023,platform_exploration,view_features,211
2024-04-07 06:50:16.522516,USR2148,platform_exploration,view_features,180
2024-04-07 07:11:26.215777,USR2123,platform_exploration,view_features,148
2024-04-07 07:37:27.786656,USR2066,virtual_classroom,record_session,318
2024-04-07 08:19:55.484667,USR2145,platform_exploration,view_features,242
2024-04-07 08:21:45.749663,USR2093,platform_exploration,view_features,199
2024-04-07 08:32:14.552870,USR2114,platform_exploration,view_features,207
2024-04-07 08:38:34.101486,USR2056,platform_exploration,view_features,278
2024-04-07 08:44:48.991682,USR2145,platform_exploration,view_features,134
2024-04-07 08:58:06.218852,USR2066,virtual_classroom,schedule_session,253
2024-04-07 09:19:18.245335,USR2074,platform_exploration,view_features,107
2024-04-07 09:25:08.280226,USR2093,platform_exploration,view_features,296
2024-04-07 09:29:12.030846,USR2002,platform_exploration,view_features,259
2024-04-07 09:57:40.079129,USR2102,platform_exploration,view_features,201
2024-04-07 09:59:27.078651,USR2029,platform_exploration,view_features,237
2024-04-07 10:12:30.669512,USR2010,virtual_classroom,host_meeting,251
2024-04-07 10:14:33.588089,USR2066,integration,configure_api,504
2024-04-07 10:40:41.368375,USR2045,platform_exploration,view_features,265
2024-04-07 10:44:34.377995,USR2037,analytics,view_reports,260
2024-04-07 11:29:44.560531,USR2148,platform_exploration,view_features,204
2024-04-07 11:33:09.425122,USR2037,platform_exploration,view_features,248
2024-04-07 11:33:56.433532,USR2066,platform_exploration,view_features,293
2024-04-07 11:41:12.337828,USR2063,platform_exploration,view_features,294
2024-04-07 11:58:59.590122,USR2117,platform_exploration,view_features,237
2024-04-07 12:05:04.103233,USR2099,user_management,assign_roles,319
2024-04-07 12:07:57.839314,USR2065,platform_exploration,view_features,244
2024-04-07 12:09:37.721838,USR2056,platform_exploration,view_features,188
2024-04-07 12:12:21.483719,USR2032,content_management,create_document,273
2024-04-07 12:12:28.674420,USR2062,platform_exploration,view_features,191
2024-04-07 12:22:01.662368,USR2133,platform_exploration,view_features,295
2024-04-07 12:38:17.582871,USR2002,platform_exploration,view_features,286
2024-04-07 12:46:42.635897,USR2070,assessment,grade_submission,392
2024-04-07 13:01:19.514249,USR2106,platform_exploration,view_features,302
2024-04-07 13:08:27.041522,USR2124,platform_exploration,view_features,284
2024-04-07 13:12:10.986297,USR2011,virtual_classroom,schedule_session,115
2024-04-07 13:18:00.843930,USR2120,user_management,assign_roles,356
2024-04-07 13:23:54.608768,USR2065,platform_exploration,view_pricing,289
2024-04-07 13:42:36.030952,USR2006,content_management,upload_video,200
2024-04-07 13:53:45.752057,USR2007,platform_exploration,view_features,79
2024-04-07 13:53:50.633637,USR2127,support,open_ticket,174
2024-04-07 13:58:49.959709,USR2061,platform_exploration,view_features,159
2024-04-07 14:05:41.064594,USR2122,platform_exploration,view_features,30
2024-04-07 14:17:24.282352,USR2108,platform_exploration,view_features,333
2024-04-07 14:33:38.913758,USR2099,platform_exploration,view_features,398
2024-04-07 14:52:07.783034,USR2010,platform_exploration,view_features,246
2024-04-07 14:54:40.027397,USR2142,platform_exploration,view_features,389
2024-04-07 15:11:40.063390,USR2029,platform_exploration,view_features,201
2024-04-07 15:23:08.080649,USR2078,platform_exploration,view_features,120
2024-04-07 15:23:37.367956,USR2043,platform_exploration,view_features,147
2024-04-07 15:31:41.995481,USR2037,platform_exploration,view_features,246
2024-04-07 15:32:22.702647,USR2122,platform_exploration,view_features,157
2024-04-07 15:36:41.819302,USR2033,platform_exploration,view_features,393
2024-04-07 15:42:00.920797,USR2033,platform_exploration,view_features,315
2024-04-07 16:03:36.892927,USR2033,platform_exploration,view_features,293
2024-04-07 16:06:15.059208,USR2128,platform_exploration,view_features,62
2024-04-07 16:15:26.105616,USR2066,platform_exploration,view_features,194
2024-04-07 16:22:15.024372,USR2062,platform_exploration,view_features,191
2024-04-07 16:23:05.538707,USR2068,platform_exploration,view_features,231
2024-04-07 16:26:09.900651,USR2029,platform_exploration,view_features,81
2024-04-07 16:37:56.930533,USR2033,platform_exploration,view_features,330
2024-04-07 16:42:10.531919,USR2073,platform_exploration,view_features,211
2024-04-07 16:52:05.761472,USR2120,platform_exploration,view_features,269
2024-04-07 17:00:56.074347,USR2099,platform_exploration,view_features,236
2024-04-07 17:18:17.033378,USR2018,user_management,create_group,190
2024-04-07 17:23:42.616071,USR2070,platform_exploration,view_features,401
2024-04-07 17:27:46.800306,USR2023,assessment,create_assignment,84
2024-04-07 17:29:56.565456,USR2068,platform_exploration,view_features,187
2024-04-07 17:54:54.827874,USR2061,platform_exploration,view_features,228
2024-04-07 17:56:09.217908,USR2115,platform_exploration,view_features,183
2024-04-07 17:56:57.450910,USR2102,platform_exploration,view_features,108
2024-04-07 18:07:32.470032,USR2133,platform_exploration,view_features,323
2024-04-07 18:10:27.276332,USR2006,platform_exploration,view_features,253
2024-04-07 18:26:29.968602,USR2032,user_management,invite_users,161
2024-04-07 18:26:36.873133,USR2025,platform_exploration,view_features,167
2024-04-07 18:29:14.026793,USR2032,user_management,invite_users,170
2024-04-07 18:33:59.778266,USR2115,platform_exploration,view_features,30
2024-04-07 18:43:06.114544,USR2064,platform_exploration,view_features,289
2024-04-07 18:50:47.314633,USR2025,platform_exploration,view_features,372
2024-04-07 19:03:04.018705,USR2033,platform_exploration,view_features,179
2024-04-07 19:04:36.060193,USR2018,course_creation,publish_course,382
2024-04-07 19:26:09.073656,USR2066,platform_exploration,view_features,267
2024-04-07 19:26:11.284852,USR2064,virtual_classroom,record_session,289
2024-04-07 19:28:24.260867,USR2065,platform_exploration,view_features,79
2024-04-07 19:30:49.037718,USR2070,platform_exploration,view_features,208
2024-04-07 19:41:49.806553,USR2128,platform_exploration,view_features,204
2024-04-07 19:55:29.658540,USR2124,platform_exploration,view_features,419
2024-04-07 19:55:47.080889,USR2010,assessment,create_assignment,271
2024-04-07 20:17:27.703708,USR2120,platform_exploration,view_features,317
2024-04-07 20:25:41.807402,USR2082,analytics,export_data,252
2024-04-07 20:26:41.656703,USR2127,platform_exploration,view_features,123
2024-04-07 20:33:47.862319,USR2011,integration,test_integration,367
2024-04-07 20:40:03.000467,USR2010,analytics,export_data,145
2024-04-07 20:46:28.681042,USR2078,platform_exploration,view_features,379
2024-04-07 21:10:41.844087,USR2065,assessment,create_assignment,221
2024-04-07 21:14:00.895342,USR2066,platform_exploration,view_features,429
2024-04-07 21:15:08.430831,USR2032,analytics,view_reports,403
2024-04-07 21:20:35.951814,USR2106,platform_exploration,view_features,269
2024-04-07 21:48:29.652708,USR2079,course_creation,publish_course,146
2024-04-07 21:56:02.129598,USR2062,platform_exploration,view_features,122
2024-04-07 22:04:28.711107,USR2062,platform_exploration,view_features,133
2024-04-07 22:14:51.893468,USR2018,user_management,create_group,241
2024-04-07 22:16:56.620808,USR2011,platform_exploration,view_features,269
2024-04-07 22:27:00.004861,USR2061,platform_exploration,view_features,159
2024-04-07 23:02:21.991894,USR2025,platform_exploration,view_features,132
2024-04-07 23:12:21.115715,USR2006,course_creation,create_course,125
2024-04-07 23:15:23.346662,USR2011,virtual_classroom,schedule_session,282
2024-04-07 23:25:09.038791,USR2045,analytics,view_reports,208
2024-04-07 23:39:21.165457,USR2133,analytics,view_reports,116
2024-04-07 23:39:53.400203,USR2011,platform_exploration,view_features,233
2024-04-07 23:42:55.970640,USR2106,platform_exploration,view_features,262
2024-04-07 23:43:56.469940,USR2103,platform_exploration,view_features,177
2024-04-08 00:03:29.615591,USR2103,platform_exploration,view_features,334
2024-04-08 00:04:12.851154,USR2145,platform_exploration,view_features,182
2024-04-08 00:17:32.751762,USR2033,platform_exploration,view_features,285
2024-04-08 00:30:41.648754,USR2018,content_management,create_document,120
2024-04-08 00:37:03.047302,USR2142,user_management,assign_roles,162
2024-04-08 01:01:13.965636,USR2090,platform_exploration,view_features,221
2024-04-08 01:07:32.774737,USR2133,platform_exploration,view_features,94
2024-04-08 01:09:59.494230,USR2148,platform_exploration,view_features,286
2024-04-08 01:10:44.213141,USR2033,platform_exploration,view_features,366
2024-04-08 01:31:49.949683,USR2145,platform_exploration,view_features,168
2024-04-08 01:42:38.201218,USR2073,platform_exploration,view_features,255
2024-04-08 01:43:32.758734,USR2122,user_management,assign_roles,220
2024-04-08 01:48:13.848599,USR2039,platform_exploration,view_features,188
2024-04-08 02:01:27.939251,USR2065,platform_exploration,view_features,156
2024-04-08 02:02:33.391465,USR2006,platform_exploration,view_features,222
2024-04-08 02:05:23.283622,USR2078,platform_exploration,view_features,182
2024-04-08 02:12:16.946083,USR2106,platform_exploration,view_features,399
