user_id,signup_date,lead_source,organization_type,organization_size,expected_student_count,role_title,primary_use_case,required_features,current_solution,decision_timeframe,converted,conversion_date
USR026,2024-01-05,Referral,Professional Training Provider,1-50,<100,Training Manager,Skills Development,"Certification Management, Compliance Training, Content Library, Virtual Classroom, Mobile Learning",Basic Tools,1-3 months,False,
USR027,2024-02-05,Google Search,K-12 School,501-1000,100-500,Department Head,Academic Courses,"Virtual Classroom, Analytics & Reporting, Content Library, Assessment Tools, Compliance Training",Basic Tools,Within 1 month,True,2024-02-27 05:56:54.001288
USR028,2024-03-27,Product Review Site,Certification Body,51-200,501-1000,Department Head,Academic Courses,"Integration Capabilities, Content Library, Mobile Learning, Compliance Training, Analytics & Reporting",Competitor Product,6+ months,False,
USR029,2024-03-29,Google Search,Higher Education,1-50,1000-5000,HR Manager,Compliance Training,"Integration Capabilities, Course Creation, Virtual Classroom",Competitor Product,1-3 months,False,
USR030,2024-02-08,Google Search,Corporate Training,1-50,100-500,Department Head,Professional Certification,"Certification Management, Assessment Tools, Content Library",Custom Built Solution,3-6 months,False,
USR031,2024-03-28,Referral,Corporate Training,1000+,501-1000,Training Manager,Academic Courses,"Compliance Training, Virtual Classroom, Course Creation, Mobile Learning, Assessment Tools, Analytics & Reporting",Custom Built Solution,1-3 months,False,
USR032,2024-01-11,Google Search,Corporate Training,1-50,100-500,HR Manager,Customer Training,"Compliance Training, Certification Management, Content Library, Integration Capabilities",Custom Built Solution,3-6 months,False,
USR033,2024-02-19,Product Review Site,Certification Body,501-1000,1000-5000,IT Administrator,Customer Training,"Assessment Tools, Certification Management, Analytics & Reporting, Course Creation",Basic Tools,3-6 months,False,
USR034,2024-02-17,Direct Traffic,Corporate Training,51-200,<100,Training Manager,Compliance Training,"Compliance Training, Content Library, Virtual Classroom, Course Creation, Assessment Tools, Analytics & Reporting, Mobile Learning",Custom Built Solution,1-3 months,True,2024-03-09 11:17:06.630274
USR035,2024-03-24,Education Conference,Professional Training Provider,201-500,<100,IT Administrator,Customer Training,"Course Creation, Integration Capabilities, Assessment Tools",No LMS,1-3 months,False,
USR036,2024-01-16,Education Conference,Certification Body,51-200,100-500,Course Creator,Skills Development,"Integration Capabilities, Content Library, Assessment Tools",Competitor Product,3-6 months,False,
USR037,2024-01-29,Direct Traffic,Corporate Training,51-200,1000-5000,Teacher/Professor,Skills Development,"Analytics & Reporting, Certification Management, Assessment Tools, Integration Capabilities, Mobile Learning, Course Creation",Custom Built Solution,3-6 months,False,
USR038,2024-03-30,Education Conference,K-12 School,1000+,1000-5000,IT Administrator,Compliance Training,"Assessment Tools, Integration Capabilities, Analytics & Reporting, Certification Management, Virtual Classroom",Competitor Product,Just exploring,False,
USR039,2024-01-06,Social Media,Higher Education,201-500,<100,HR Manager,Compliance Training,"Certification Management, Analytics & Reporting, Mobile Learning, Course Creation",No LMS,Within 1 month,True,2024-01-27 07:08:09.093003
USR040,2024-01-26,Product Review Site,Corporate Training,1000+,100-500,IT Administrator,Academic Courses,"Certification Management, Analytics & Reporting, Virtual Classroom, Assessment Tools, Course Creation",Custom Built Solution,Within 1 month,False,
USR041,2024-03-13,Product Review Site,Corporate Training,1000+,1000-5000,Teacher/Professor,Employee Training,"Analytics & Reporting, Course Creation, Mobile Learning, Compliance Training, Integration Capabilities",Custom Built Solution,3-6 months,False,
USR042,2024-02-13,Google Search,Higher Education,1-50,1000-5000,Training Manager,Professional Certification,"Content Library, Course Creation, Assessment Tools, Compliance Training, Virtual Classroom",Basic Tools,3-6 months,True,2024-03-02 23:52:12.391901
USR043,2024-03-26,Referral,Corporate Training,1-50,501-1000,Teacher/Professor,Customer Training,"Mobile Learning, Compliance Training, Course Creation, Certification Management, Content Library",Custom Built Solution,1-3 months,False,
USR044,2024-01-30,Education Conference,Professional Training Provider,501-1000,1000-5000,Training Manager,Compliance Training,"Compliance Training, Analytics & Reporting, Integration Capabilities, Assessment Tools, Mobile Learning",Competitor Product,1-3 months,False,
USR045,2024-01-14,Google Search,K-12 School,51-200,100-500,Department Head,Academic Courses,"Virtual Classroom, Integration Capabilities, Mobile Learning",Basic Tools,1-3 months,False,
USR046,2024-03-22,Social Media,Individual Course Creator,1000+,5000+,Teacher/Professor,Customer Training,"Content Library, Course Creation, Analytics & Reporting, Certification Management, Mobile Learning",No LMS,Within 1 month,True,2024-04-12 10:49:07.434073
USR047,2024-01-10,Google Search,Higher Education,51-200,100-500,Teacher/Professor,Customer Training,"Analytics & Reporting, Integration Capabilities, Course Creation",Competitor Product,Within 1 month,False,
USR048,2024-01-22,Product Review Site,Higher Education,1000+,<100,Teacher/Professor,Compliance Training,"Virtual Classroom, Certification Management, Mobile Learning",Custom Built Solution,1-3 months,False,
USR049,2024-03-12,Social Media,Higher Education,201-500,100-500,Teacher/Professor,Academic Courses,"Integration Capabilities, Compliance Training, Course Creation, Assessment Tools, Certification Management",Custom Built Solution,3-6 months,False,
USR050,2024-03-13,Direct Traffic,Corporate Training,1-50,<100,HR Manager,Professional Certification,"Course Creation, Mobile Learning, Integration Capabilities, Virtual Classroom, Content Library, Analytics & Reporting, Assessment Tools",No LMS,1-3 months,False,
USR051,2024-01-21,Education Conference,Individual Course Creator,1000+,501-1000,Independent Instructor,Customer Training,"Certification Management, Mobile Learning, Compliance Training, Course Creation, Integration Capabilities, Analytics & Reporting, Virtual Classroom",No LMS,Within 1 month,False,
USR052,2024-03-20,Product Review Site,K-12 School,1000+,501-1000,Department Head,Professional Certification,"Assessment Tools, Compliance Training, Integration Capabilities, Course Creation",Custom Built Solution,Within 1 month,True,2024-04-14 23:34:05.853303
USR053,2024-01-07,Referral,Higher Education,1-50,1000-5000,Independent Instructor,Customer Training,"Virtual Classroom, Integration Capabilities, Course Creation, Mobile Learning, Certification Management",Custom Built Solution,1-3 months,True,2024-01-25 02:53:21.118342
USR054,2024-03-25,Direct Traffic,Corporate Training,1000+,<100,HR Manager,Customer Training,"Assessment Tools, Virtual Classroom, Course Creation, Compliance Training",No LMS,Just exploring,False,
USR055,2024-01-07,Direct Traffic,Professional Training Provider,501-1000,<100,HR Manager,Employee Training,"Analytics & Reporting, Course Creation, Integration Capabilities, Virtual Classroom",No LMS,1-3 months,False,
USR056,2024-01-16,Direct Traffic,Professional Training Provider,51-200,501-1000,Course Creator,Employee Training,"Integration Capabilities, Course Creation, Content Library, Mobile Learning",Custom Built Solution,1-3 months,False,
USR057,2024-03-07,Direct Traffic,Corporate Training,501-1000,501-1000,Independent Instructor,Skills Development,"Compliance Training, Integration Capabilities, Certification Management",No LMS,3-6 months,False,
USR058,2024-03-08,Referral,K-12 School,1-50,100-500,IT Administrator,Employee Training,"Assessment Tools, Certification Management, Course Creation, Content Library, Analytics & Reporting, Virtual Classroom",Custom Built Solution,3-6 months,False,
USR059,2024-03-29,Product Review Site,Professional Training Provider,1-50,<100,IT Administrator,Professional Certification,"Virtual Classroom, Mobile Learning, Integration Capabilities, Content Library",No LMS,Just exploring,False,
USR060,2024-03-01,Google Search,Individual Course Creator,1000+,100-500,Independent Instructor,Academic Courses,"Course Creation, Certification Management, Content Library, Mobile Learning",Competitor Product,1-3 months,False,
USR061,2024-03-22,Direct Traffic,Certification Body,201-500,1000-5000,Training Manager,Customer Training,"Compliance Training, Course Creation, Assessment Tools, Integration Capabilities, Mobile Learning",Custom Built Solution,Within 1 month,True,2024-04-18 12:50:27.655371
USR062,2024-02-21,Referral,Certification Body,201-500,5000+,Independent Instructor,Customer Training,"Mobile Learning, Integration Capabilities, Certification Management, Compliance Training",Basic Tools,Within 1 month,False,
USR063,2024-01-03,Product Review Site,Professional Training Provider,501-1000,100-500,Independent Instructor,Skills Development,"Integration Capabilities, Compliance Training, Certification Management, Course Creation, Virtual Classroom",Custom Built Solution,Within 1 month,False,
USR064,2024-03-13,Google Search,Certification Body,201-500,<100,Training Manager,Skills Development,"Content Library, Compliance Training, Integration Capabilities, Certification Management",Competitor Product,1-3 months,False,
USR065,2024-01-17,Referral,Higher Education,201-500,501-1000,Course Creator,Employee Training,"Integration Capabilities, Certification Management, Course Creation, Analytics & Reporting, Assessment Tools",No LMS,1-3 months,False,
USR066,2024-01-08,Product Review Site,Higher Education,51-200,<100,Department Head,Professional Certification,"Course Creation, Certification Management, Compliance Training, Mobile Learning, Content Library, Virtual Classroom",Custom Built Solution,6+ months,True,2024-02-02 20:49:37.895248
USR067,2024-02-20,Referral,Certification Body,51-200,<100,Course Creator,Skills Development,"Course Creation, Analytics & Reporting, Certification Management, Mobile Learning",No LMS,3-6 months,False,
USR068,2024-01-24,Referral,Higher Education,1000+,1000-5000,Course Creator,Academic Courses,"Compliance Training, Mobile Learning, Content Library, Virtual Classroom, Course Creation, Assessment Tools",Competitor Product,1-3 months,False,
USR069,2024-02-09,Direct Traffic,Corporate Training,201-500,1000-5000,HR Manager,Professional Certification,"Certification Management, Compliance Training, Integration Capabilities, Content Library, Assessment Tools, Virtual Classroom",Custom Built Solution,Within 1 month,True,2024-03-02 20:26:44.038718
USR070,2024-01-24,Product Review Site,Higher Education,201-500,100-500,IT Administrator,Customer Training,"Integration Capabilities, Certification Management, Analytics & Reporting",Basic Tools,1-3 months,True,2024-02-15 12:28:59.129939
USR071,2024-01-27,Direct Traffic,Professional Training Provider,201-500,1000-5000,Department Head,Customer Training,"Analytics & Reporting, Virtual Classroom, Assessment Tools, Course Creation",Basic Tools,Just exploring,False,
USR072,2024-02-18,Social Media,K-12 School,51-200,1000-5000,Teacher/Professor,Skills Development,"Content Library, Compliance Training, Course Creation, Analytics & Reporting, Virtual Classroom, Assessment Tools",Basic Tools,Within 1 month,True,2024-03-14 04:33:34.150837
USR073,2024-01-04,Referral,Professional Training Provider,1-50,501-1000,Independent Instructor,Professional Certification,"Mobile Learning, Assessment Tools, Compliance Training, Analytics & Reporting, Course Creation, Certification Management",No LMS,3-6 months,False,
USR074,2024-02-17,Referral,Individual Course Creator,201-500,1000-5000,Teacher/Professor,Professional Certification,"Mobile Learning, Course Creation, Integration Capabilities, Compliance Training, Content Library, Certification Management",No LMS,6+ months,False,
USR075,2024-02-29,Product Review Site,Professional Training Provider,51-200,<100,IT Administrator,Compliance Training,"Mobile Learning, Integration Capabilities, Analytics & Reporting, Virtual Classroom, Assessment Tools",No LMS,1-3 months,False,
USR076,2024-02-24,Product Review Site,Corporate Training,1-50,501-1000,Training Manager,Academic Courses,"Course Creation, Content Library, Analytics & Reporting, Virtual Classroom, Mobile Learning",Competitor Product,Just exploring,False,
USR077,2024-02-21,Social Media,Certification Body,1-50,100-500,Training Manager,Professional Certification,"Content Library, Virtual Classroom, Certification Management",Basic Tools,1-3 months,False,
USR078,2024-02-21,Social Media,Individual Course Creator,1000+,501-1000,Independent Instructor,Compliance Training,"Integration Capabilities, Compliance Training, Certification Management, Analytics & Reporting, Assessment Tools",Competitor Product,1-3 months,True,2024-03-13 14:23:39.999824
USR079,2024-01-21,Google Search,Certification Body,51-200,100-500,Teacher/Professor,Compliance Training,"Analytics & Reporting, Certification Management",Basic Tools,1-3 months,False,
USR080,2024-02-10,Education Conference,Corporate Training,201-500,1000-5000,Training Manager,Professional Certification,"Analytics & Reporting, Certification Management, Course Creation, Integration Capabilities, Compliance Training, Mobile Learning",Competitor Product,3-6 months,False,
USR081,2024-01-09,Referral,Corporate Training,1-50,501-1000,Course Creator,Skills Development,"Compliance Training, Content Library, Mobile Learning, Virtual Classroom, Integration Capabilities, Course Creation",Basic Tools,Within 1 month,False,
USR082,2024-02-11,Education Conference,Higher Education,201-500,100-500,IT Administrator,Compliance Training,"Content Library, Compliance Training, Virtual Classroom, Assessment Tools, Certification Management",Basic Tools,3-6 months,False,
USR083,2024-03-14,Education Conference,Corporate Training,201-500,1000-5000,Course Creator,Customer Training,"Compliance Training, Course Creation, Integration Capabilities, Mobile Learning, Certification Management",Competitor Product,3-6 months,False,
USR084,2024-03-03,Education Conference,Individual Course Creator,1000+,501-1000,Course Creator,Academic Courses,"Analytics & Reporting, Assessment Tools, Integration Capabilities, Mobile Learning, Compliance Training, Certification Management, Course Creation",Basic Tools,1-3 months,False,
USR085,2024-03-04,Referral,Corporate Training,1-50,<100,Course Creator,Academic Courses,"Course Creation, Integration Capabilities, Compliance Training, Analytics & Reporting, Virtual Classroom, Content Library",Custom Built Solution,3-6 months,False,
USR086,2024-02-03,Direct Traffic,Corporate Training,1-50,<100,Training Manager,Compliance Training,"Analytics & Reporting, Certification Management, Integration Capabilities",No LMS,1-3 months,True,2024-02-22 19:13:49.727815
USR087,2024-03-03,Product Review Site,Professional Training Provider,501-1000,<100,IT Administrator,Compliance Training,"Analytics & Reporting, Course Creation, Certification Management, Content Library, Integration Capabilities",Competitor Product,3-6 months,False,
USR088,2024-01-20,Referral,Professional Training Provider,201-500,100-500,Teacher/Professor,Skills Development,"Course Creation, Assessment Tools, Virtual Classroom, Certification Management",No LMS,Within 1 month,False,
USR089,2024-01-16,Education Conference,Individual Course Creator,1-50,<100,Course Creator,Customer Training,"Assessment Tools, Certification Management, Compliance Training, Integration Capabilities",No LMS,3-6 months,False,
USR090,2024-01-12,Referral,Professional Training Provider,201-500,1000-5000,IT Administrator,Customer Training,"Content Library, Integration Capabilities, Mobile Learning",Competitor Product,1-3 months,False,
USR091,2024-03-23,Direct Traffic,K-12 School,201-500,<100,Course Creator,Compliance Training,"Mobile Learning, Assessment Tools, Integration Capabilities, Certification Management",Custom Built Solution,Just exploring,False,
USR092,2024-03-13,Direct Traffic,Corporate Training,201-500,1000-5000,Course Creator,Compliance Training,"Analytics & Reporting, Mobile Learning, Compliance Training, Integration Capabilities",No LMS,6+ months,False,
USR093,2024-02-12,Google Search,Certification Body,501-1000,100-500,Teacher/Professor,Compliance Training,"Analytics & Reporting, Course Creation, Virtual Classroom, Mobile Learning, Integration Capabilities",Custom Built Solution,Within 1 month,False,
USR094,2024-03-22,Education Conference,K-12 School,1-50,100-500,Training Manager,Academic Courses,"Mobile Learning, Analytics & Reporting, Certification Management, Virtual Classroom",Custom Built Solution,1-3 months,False,
USR095,2024-03-11,Social Media,Professional Training Provider,201-500,100-500,HR Manager,Compliance Training,"Virtual Classroom, Analytics & Reporting, Compliance Training",No LMS,1-3 months,False,
USR096,2024-01-25,Education Conference,Higher Education,201-500,5000+,Training Manager,Skills Development,"Virtual Classroom, Course Creation, Integration Capabilities, Mobile Learning, Analytics & Reporting",Custom Built Solution,3-6 months,False,
USR097,2024-02-02,Social Media,Higher Education,1-50,501-1000,Course Creator,Professional Certification,"Analytics & Reporting, Compliance Training, Course Creation, Assessment Tools, Mobile Learning, Content Library",Basic Tools,Just exploring,True,2024-02-20 20:40:14.137257
USR098,2024-03-10,Direct Traffic,Higher Education,201-500,100-500,Course Creator,Skills Development,"Integration Capabilities, Virtual Classroom, Compliance Training, Content Library",No LMS,Within 1 month,False,
USR099,2024-01-22,Education Conference,Corporate Training,501-1000,100-500,Teacher/Professor,Skills Development,"Virtual Classroom, Certification Management, Course Creation",Competitor Product,Just exploring,False,
USR100,2024-02-22,Google Search,Higher Education,501-1000,<100,Department Head,Academic Courses,"Integration Capabilities, Course Creation, Content Library, Certification Management",Custom Built Solution,Within 1 month,False,
USR101,2024-03-13,Education Conference,Professional Training Provider,201-500,100-500,Teacher/Professor,Compliance Training,"Virtual Classroom, Content Library, Course Creation, Analytics & Reporting, Certification Management, Mobile Learning",No LMS,3-6 months,False,
USR102,2024-03-18,Education Conference,Individual Course Creator,1-50,100-500,Course Creator,Employee Training,"Integration Capabilities, Assessment Tools, Course Creation, Mobile Learning, Analytics & Reporting",Custom Built Solution,Just exploring,False,
USR103,2024-03-16,Direct Traffic,Higher Education,1000+,100-500,IT Administrator,Compliance Training,"Analytics & Reporting, Assessment Tools, Virtual Classroom, Compliance Training, Content Library, Integration Capabilities",No LMS,3-6 months,False,
USR104,2024-03-23,Product Review Site,Individual Course Creator,1000+,501-1000,Teacher/Professor,Professional Certification,"Analytics & Reporting, Mobile Learning, Integration Capabilities, Virtual Classroom, Content Library, Assessment Tools",Basic Tools,6+ months,False,
USR105,2024-03-29,Education Conference,Higher Education,1-50,501-1000,Department Head,Customer Training,"Certification Management, Course Creation, Compliance Training, Content Library, Analytics & Reporting",Competitor Product,6+ months,False,
USR106,2024-02-13,Education Conference,Corporate Training,201-500,<100,HR Manager,Professional Certification,"Analytics & Reporting, Compliance Training, Integration Capabilities",Basic Tools,3-6 months,False,
USR107,2024-03-07,Google Search,Corporate Training,1000+,1000-5000,Teacher/Professor,Professional Certification,"Assessment Tools, Compliance Training, Mobile Learning, Certification Management, Content Library, Integration Capabilities",Basic Tools,Within 1 month,True,2024-03-28 22:59:00.390088
USR108,2024-02-20,Direct Traffic,Corporate Training,1-50,501-1000,Course Creator,Professional Certification,"Integration Capabilities, Content Library, Virtual Classroom, Mobile Learning, Compliance Training, Analytics & Reporting",No LMS,3-6 months,True,2024-03-11 15:36:48.487459
USR109,2024-01-09,Social Media,Individual Course Creator,51-200,100-500,Training Manager,Compliance Training,"Compliance Training, Course Creation, Integration Capabilities, Assessment Tools, Virtual Classroom",No LMS,3-6 months,True,2024-02-02 23:51:40.089070
USR110,2024-03-12,Direct Traffic,Professional Training Provider,1000+,5000+,Teacher/Professor,Skills Development,"Certification Management, Virtual Classroom, Course Creation, Integration Capabilities",Basic Tools,1-3 months,False,
USR111,2024-02-17,Google Search,Higher Education,201-500,501-1000,Training Manager,Skills Development,"Mobile Learning, Certification Management, Analytics & Reporting, Course Creation",Competitor Product,3-6 months,False,
USR112,2024-01-09,Referral,Corporate Training,1000+,5000+,Training Manager,Employee Training,"Analytics & Reporting, Compliance Training, Content Library, Mobile Learning",Custom Built Solution,1-3 months,False,
USR113,2024-01-21,Social Media,Professional Training Provider,1-50,501-1000,Training Manager,Employee Training,"Course Creation, Assessment Tools, Certification Management, Integration Capabilities",Competitor Product,1-3 months,False,
USR114,2024-01-28,Social Media,Corporate Training,51-200,100-500,Training Manager,Professional Certification,"Assessment Tools, Certification Management, Content Library, Mobile Learning",Competitor Product,3-6 months,True,2024-02-18 11:40:02.902250
USR115,2024-02-05,Referral,Corporate Training,201-500,5000+,Training Manager,Academic Courses,"Virtual Classroom, Certification Management, Mobile Learning, Analytics & Reporting, Content Library",Custom Built Solution,Within 1 month,False,
USR116,2024-03-04,Education Conference,Higher Education,1-50,100-500,Department Head,Skills Development,"Analytics & Reporting, Compliance Training, Course Creation, Mobile Learning, Integration Capabilities, Content Library, Certification Management",Basic Tools,Within 1 month,False,
USR117,2024-01-30,Education Conference,Higher Education,1000+,5000+,Teacher/Professor,Professional Certification,"Content Library, Assessment Tools, Analytics & Reporting, Virtual Classroom, Integration Capabilities",Basic Tools,3-6 months,True,2024-02-26 03:01:24.318749
USR118,2024-01-15,Product Review Site,Corporate Training,501-1000,100-500,Independent Instructor,Professional Certification,"Course Creation, Integration Capabilities, Compliance Training, Certification Management",Basic Tools,3-6 months,True,2024-02-10 06:46:11.891555
USR119,2024-01-30,Product Review Site,Higher Education,1-50,100-500,Training Manager,Professional Certification,"Mobile Learning, Course Creation, Certification Management, Virtual Classroom",Custom Built Solution,3-6 months,False,
USR120,2024-03-06,Education Conference,Corporate Training,1000+,501-1000,Teacher/Professor,Academic Courses,"Certification Management, Mobile Learning, Analytics & Reporting, Content Library",No LMS,3-6 months,False,
USR121,2024-01-22,Product Review Site,Higher Education,51-200,5000+,Independent Instructor,Customer Training,"Course Creation, Analytics & Reporting, Assessment Tools, Compliance Training",No LMS,1-3 months,False,
USR122,2024-03-30,Social Media,Higher Education,1-50,100-500,HR Manager,Academic Courses,"Content Library, Certification Management, Course Creation, Assessment Tools, Analytics & Reporting, Compliance Training",No LMS,3-6 months,False,
USR123,2024-01-04,Referral,Higher Education,201-500,5000+,Course Creator,Employee Training,"Virtual Classroom, Content Library, Assessment Tools, Integration Capabilities",Basic Tools,Within 1 month,False,
USR124,2024-03-01,Social Media,Corporate Training,201-500,501-1000,Department Head,Compliance Training,"Analytics & Reporting, Certification Management, Mobile Learning, Compliance Training",Basic Tools,3-6 months,False,
USR125,2024-03-08,Google Search,Professional Training Provider,1000+,100-500,Training Manager,Professional Certification,"Integration Capabilities, Analytics & Reporting",Basic Tools,Within 1 month,False,
USR126,2024-02-11,Social Media,Higher Education,201-500,1000-5000,Teacher/Professor,Customer Training,"Virtual Classroom, Analytics & Reporting, Certification Management, Mobile Learning",Basic Tools,3-6 months,False,
USR127,2024-02-07,Education Conference,Corporate Training,1-50,<100,HR Manager,Customer Training,"Certification Management, Course Creation, Integration Capabilities, Content Library, Mobile Learning",Competitor Product,1-3 months,False,
USR128,2024-02-16,Education Conference,Corporate Training,1-50,501-1000,HR Manager,Customer Training,"Analytics & Reporting, Content Library, Compliance Training, Course Creation",Competitor Product,6+ months,False,
USR129,2024-01-09,Product Review Site,Corporate Training,201-500,100-500,Department Head,Academic Courses,"Certification Management, Mobile Learning, Course Creation, Compliance Training, Content Library",Competitor Product,1-3 months,False,
USR130,2024-02-05,Education Conference,Corporate Training,1000+,100-500,Department Head,Professional Certification,"Certification Management, Content Library, Compliance Training, Analytics & Reporting",Competitor Product,1-3 months,False,
USR131,2024-02-23,Product Review Site,Corporate Training,201-500,100-500,Training Manager,Professional Certification,"Integration Capabilities, Mobile Learning, Compliance Training, Certification Management, Assessment Tools",No LMS,3-6 months,False,
USR132,2024-03-01,Education Conference,Corporate Training,201-500,100-500,Course Creator,Skills Development,"Virtual Classroom, Assessment Tools, Integration Capabilities, Mobile Learning, Certification Management",Custom Built Solution,3-6 months,False,
USR133,2024-03-27,Product Review Site,K-12 School,201-500,100-500,Course Creator,Compliance Training,"Mobile Learning, Analytics & Reporting, Content Library, Certification Management",Basic Tools,6+ months,False,
USR134,2024-02-27,Google Search,Corporate Training,1000+,501-1000,Training Manager,Professional Certification,"Integration Capabilities, Course Creation, Compliance Training, Analytics & Reporting, Virtual Classroom, Assessment Tools",Custom Built Solution,3-6 months,False,
USR135,2024-02-12,Education Conference,Professional Training Provider,51-200,5000+,Course Creator,Professional Certification,"Assessment Tools, Course Creation, Integration Capabilities, Compliance Training, Mobile Learning, Analytics & Reporting",Basic Tools,Within 1 month,False,
USR136,2024-03-25,Social Media,Corporate Training,201-500,1000-5000,HR Manager,Professional Certification,"Mobile Learning, Assessment Tools, Analytics & Reporting, Certification Management, Course Creation, Virtual Classroom",No LMS,Within 1 month,False,
USR137,2024-02-10,Google Search,Corporate Training,501-1000,100-500,Training Manager,Employee Training,"Mobile Learning, Course Creation, Virtual Classroom, Compliance Training, Integration Capabilities, Content Library, Assessment Tools",Basic Tools,Just exploring,False,
