user_id,signup_date,lead_source,organization_type,organization_size,expected_student_count,role_title,primary_use_case,required_features,current_solution,decision_timeframe,converted,conversion_date
USR016,2024-01-09 11:20:45,Direct Traffic,Individual Course Creator,1-50,<100,Course Creator,Skills Development,"Course Creation, Virtual Classroom",No LMS,6+ months,false,
USR017,2024-01-10 10:15:20,Education Conference,Corporate Training,501-1000,1000-5000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Custom Built Solution,1-3 months,true,2024-02-05
USR018,2024-01-10 14:30:15,Product Review Site,Professional Training Provider,201-500,501-1000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting",Basic Tools,Within 1 month,true,2024-02-06
USR019,2024-01-11 09:45:30,Social Media,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,Just exploring,false,
USR020,2024-01-11 13:20:45,Google Search,Higher Education,1000+,5000+,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting",Competitor Product,3-6 months,false,
USR021,2024-01-12 09:10:15,Education Conference,Corporate Training,501-1000,1000-5000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Competitor Product,Within 1 month,true,2024-02-07
USR022,2024-01-12 11:45:30,Referral,Professional Training Provider,201-500,501-1000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting",Basic Tools,1-3 months,true,2024-02-08
USR023,2024-01-12 14:20:45,Direct Traffic,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR024,2024-01-13 09:30:22,Product Review Site,Corporate Training,1000+,5000+,HR Manager,Compliance Training,"Course Creation, Assessment Tools, Compliance Training, Analytics & Reporting, Integration Capabilities",Custom Built Solution,Within 1 month,true,2024-02-09
USR025,2024-01-13 13:15:45,Social Media,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",Basic Tools,6+ months,false,
USR026,2024-01-14 10:20:33,Education Conference,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Competitor Product,1-3 months,true,2024-02-10
USR027,2024-01-14 14:45:15,Google Search,Individual Course Creator,1-50,<100,Course Creator,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR028,2024-01-15 09:25:45,Product Review Site,Corporate Training,201-500,501-1000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Basic Tools,Within 1 month,true,2024-02-11
USR029,2024-01-15 11:30:20,Direct Traffic,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,3-6 months,false,
USR030,2024-01-15 14:50:33,Education Conference,Professional Training Provider,501-1000,1000-5000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting, Integration Capabilities",Custom Built Solution,1-3 months,true,2024-02-12
USR031,2024-01-16 09:15:45,Referral,Corporate Training,1000+,5000+,HR Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities, Compliance Training",Competitor Product,Within 1 month,true,2024-02-13
USR032,2024-01-16 13:40:22,Social Media,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR033,2024-01-17 10:25:15,Product Review Site,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Basic Tools,1-3 months,true,2024-02-14
USR034,2024-01-17 14:30:45,Google Search,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,6+ months,false,
USR035,2024-01-18 09:20:33,Education Conference,Corporate Training,201-500,501-1000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Competitor Product,Within 1 month,true,2024-02-15
USR036,2024-01-18 11:45:15,Direct Traffic,Individual Course Creator,1-50,<100,Course Creator,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR037,2024-01-18 14:30:22,Product Review Site,Professional Training Provider,501-1000,1000-5000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting, Integration Capabilities",Custom Built Solution,1-3 months,true,2024-02-16
USR038,2024-01-19 09:10:45,Social Media,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",Basic Tools,3-6 months,false,
USR039,2024-01-19 13:25:33,Education Conference,Corporate Training,1000+,5000+,HR Manager,Compliance Training,"Course Creation, Assessment Tools, Compliance Training, Analytics & Reporting, Integration Capabilities",Competitor Product,Within 1 month,true,2024-02-17
USR040,2024-01-19 15:50:15,Referral,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Basic Tools,1-3 months,true,2024-02-18
USR041,2024-01-20 09:30:22,Google Search,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR042,2024-01-20 11:45:45,Product Review Site,Corporate Training,201-500,501-1000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Custom Built Solution,Within 1 month,true,2024-02-19
USR043,2024-01-20 14:20:33,Direct Traffic,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,6+ months,false,
USR044,2024-01-21 09:15:15,Education Conference,Professional Training Provider,501-1000,1000-5000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting, Integration Capabilities",Competitor Product,1-3 months,true,2024-02-20
USR045,2024-01-21 13:40:45,Social Media,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR046,2024-01-22 09:25:33,Product Review Site,Corporate Training,1000+,5000+,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Custom Built Solution,Within 1 month,true,2024-02-21
USR047,2024-01-22 11:50:15,Referral,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Competitor Product,1-3 months,true,2024-02-22
USR048,2024-01-22 14:30:45,Direct Traffic,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,3-6 months,false,
USR049,2024-01-23 09:20:22,Education Conference,Professional Training Provider,201-500,501-1000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting",Basic Tools,Within 1 month,true,2024-02-23
USR050,2024-01-23 13:45:33,Google Search,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR051,2024-01-24 10:15:45,Product Review Site,Corporate Training,501-1000,1000-5000,HR Manager,Compliance Training,"Course Creation, Assessment Tools, Compliance Training, Analytics & Reporting, Integration Capabilities",Competitor Product,1-3 months,true,2024-02-24
USR052,2024-01-24 14:30:22,Social Media,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",Basic Tools,6+ months,false,
USR053,2024-01-25 09:25:15,Education Conference,Higher Education,1000+,5000+,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Custom Built Solution,Within 1 month,true,2024-02-25
USR054,2024-01-25 11:50:33,Direct Traffic,Individual Course Creator,1-50,<100,Course Creator,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR055,2024-01-25 14:40:45,Referral,Corporate Training,201-500,501-1000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Basic Tools,1-3 months,true,2024-02-26
USR056,2024-01-26 09:30:15,Product Review Site,Professional Training Provider,501-1000,1000-5000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting, Integration Capabilities",Competitor Product,Within 1 month,true,2024-02-27
USR057,2024-01-26 13:45:22,Google Search,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,3-6 months,false,
USR058,2024-01-27 10:20:33,Education Conference,Corporate Training,1000+,5000+,HR Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities, Compliance Training",Custom Built Solution,1-3 months,true,2024-02-28
USR059,2024-01-27 14:35:45,Social Media,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR060,2024-01-28 09:15:22,Product Review Site,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Basic Tools,Within 1 month,true,2024-02-29
USR061,2024-01-28 11:40:33,Direct Traffic,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,6+ months,false,
USR062,2024-01-28 14:25:45,Education Conference,Professional Training Provider,201-500,501-1000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting",Competitor Product,1-3 months,true,2024-03-01
USR063,2024-01-29 09:30:15,Referral,Corporate Training,501-1000,1000-5000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Custom Built Solution,Within 1 month,true,2024-03-02
USR064,2024-01-29 13:45:22,Google Search,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR065,2024-01-30 10:20:33,Product Review Site,Higher Education,1000+,5000+,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Basic Tools,1-3 months,true,2024-03-03
USR066,2024-01-30 14:35:45,Social Media,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,3-6 months,false,
USR067,2024-01-31 09:15:22,Education Conference,Corporate Training,201-500,501-1000,HR Manager,Compliance Training,"Course Creation, Assessment Tools, Compliance Training, Analytics & Reporting, Integration Capabilities",Competitor Product,Within 1 month,true,2024-03-04
USR068,2024-01-31 11:40:33,Direct Traffic,Individual Course Creator,1-50,<100,Course Creator,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR069,2024-01-31 14:25:45,Product Review Site,Professional Training Provider,501-1000,1000-5000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting, Integration Capabilities",Custom Built Solution,1-3 months,true,2024-03-05
USR070,2024-02-01 09:30:15,Referral,Higher Education,1000+,5000+,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Basic Tools,Within 1 month,true,2024-03-06
USR071,2024-02-01 13:45:22,Social Media,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,6+ months,false,
USR072,2024-02-02 10:20:33,Education Conference,Corporate Training,501-1000,1000-5000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Competitor Product,1-3 months,true,2024-03-07
USR073,2024-02-02 14:35:45,Google Search,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR074,2024-02-03 09:15:22,Product Review Site,Professional Training Provider,201-500,501-1000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting",Custom Built Solution,Within 1 month,true,2024-03-08
USR075,2024-02-03 11:40:33,Direct Traffic,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",Basic Tools,3-6 months,false,
USR076,2024-02-03 14:25:45,Education Conference,Corporate Training,1000+,5000+,HR Manager,Compliance Training,"Course Creation, Assessment Tools, Compliance Training, Analytics & Reporting, Integration Capabilities",Competitor Product,Within 1 month,true,2024-03-09
USR077,2024-02-04 09:30:15,Referral,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Basic Tools,1-3 months,true,2024-03-10
USR078,2024-02-04 13:45:22,Social Media,Individual Course Creator,1-50,<100,Course Creator,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR079,2024-02-05 10:20:33,Product Review Site,Corporate Training,201-500,501-1000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Custom Built Solution,Within 1 month,true,2024-03-11
USR080,2024-02-05 14:35:45,Google Search,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,6+ months,false,
USR081,2024-02-06 09:15:22,Education Conference,Professional Training Provider,501-1000,1000-5000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting, Integration Capabilities",Competitor Product,1-3 months,true,2024-03-12
USR082,2024-02-06 11:40:33,Direct Traffic,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR083,2024-02-06 14:25:45,Product Review Site,Corporate Training,1000+,5000+,HR Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities, Compliance Training",Custom Built Solution,Within 1 month,true,2024-03-13
USR084,2024-02-07 09:30:15,Referral,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Basic Tools,1-3 months,true,2024-03-14
USR085,2024-02-07 13:45:22,Social Media,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,3-6 months,false,
USR086,2024-02-08 10:20:33,Education Conference,Corporate Training,201-500,501-1000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Competitor Product,Within 1 month,true,2024-03-15
USR087,2024-02-08 14:35:45,Google Search,Individual Course Creator,1-50,<100,Course Creator,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR088,2024-02-09 09:15:22,Product Review Site,Professional Training Provider,501-1000,1000-5000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting, Integration Capabilities",Custom Built Solution,1-3 months,true,2024-03-16
USR089,2024-02-09 11:40:33,Direct Traffic,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",Basic Tools,6+ months,false,
USR090,2024-02-09 14:25:45,Education Conference,Corporate Training,1000+,5000+,HR Manager,Compliance Training,"Course Creation, Assessment Tools, Compliance Training, Analytics & Reporting, Integration Capabilities",Competitor Product,Within 1 month,true,2024-03-17
USR091,2024-02-10 09:30:15,Referral,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Basic Tools,1-3 months,true,2024-03-18
USR092,2024-02-10 13:45:22,Social Media,Individual Course Creator,1-50,<100,Independent Instructor,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR093,2024-02-11 10:20:33,Product Review Site,Corporate Training,201-500,501-1000,Training Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities",Custom Built Solution,Within 1 month,true,2024-03-19
USR094,2024-02-11 14:35:45,Google Search,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",No LMS,3-6 months,false,
USR095,2024-02-12 09:15:22,Education Conference,Professional Training Provider,501-1000,1000-5000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting",Competitor Product,1-3 months,true,2024-03-20
USR096,2024-02-12 11:40:33,Direct Traffic,Individual Course Creator,1-50,<100,Course Creator,Skills Development,"Course Creation, Virtual Classroom",No LMS,Just exploring,false,
USR097,2024-02-12 14:25:45,Product Review Site,Corporate Training,1000+,5000+,HR Manager,Employee Training,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Integration Capabilities, Compliance Training",Custom Built Solution,Within 1 month,true,2024-03-21
USR098,2024-02-13 09:30:15,Social Media,K-12 School,51-200,100-500,Teacher/Professor,Academic Courses,"Course Creation, Assessment Tools",Basic Tools,6+ months,false,
USR099,2024-02-13 13:45:22,Education Conference,Higher Education,501-1000,1000-5000,Department Head,Academic Courses,"Course Creation, Virtual Classroom, Assessment Tools, Analytics & Reporting, Content Library",Competitor Product,1-3 months,true,2024-03-22
USR100,2024-02-13 14:25:45,Referral,Professional Training Provider,201-500,501-1000,Course Creator,Professional Certification,"Course Creation, Assessment Tools, Certification Management, Analytics & Reporting",Custom Built Solution,Within 1 month,true,2024-03-23
